Longitudal Position,Offset,Height,Side
-12,13.24,16.43,Inner
-12,13.21,15.95,Inner
-12,13.18,15.47,Inner
-12,13.15,14.98,Inner
-12,13.12,14.5,Inner
-12,13.09,14.02,Inner
-12,13.06,13.53,Inner
-12,13.03,13.05,Inner
-12,12.99,12.57,Inner
-12,12.96,12.08,Inner
-12,12.93,11.6,Inner
-12,12.89,11.12,Inner
-12,12.86,10.63,Inner
-12,12.85,10.56,Inner
-12,12.82,10.15,Inner
-12,12.78,9.67,Inner
-12,12.74,9.18,Inner
-12,12.7,8.7,Inner
-12,12.66,8.22,Inner
-12,12.62,7.73,Inner
-12,12.57,7.25,Inner
-12,12.53,6.77,Inner
-12,12.48,6.28,Inner
-12,12.42,5.8,Inner
-12,12.35,5.32,Inner
-12,12.26,4.83,Inner
-12,12.13,4.35,Inner
-12,11.97,3.87,Inner
-12,11.77,3.38,Inner
-12,11.51,2.9,Inner
-12,11.17,2.42,Inner
-12,10.69,1.93,Inner
-12,9.93,1.45,Inner
-12,8.07,0.97,Inner
-12,0,0.5,Inner
-12,13.8,17.4,Outer
-12,13.77,16.92,Outer
-12,13.74,16.43,Outer
-12,13.71,15.95,Outer
-12,13.68,15.47,Outer
-12,13.65,14.98,Outer
-12,13.62,14.5,Outer
-12,13.59,14.02,Outer
-12,13.56,13.53,Outer
-12,13.53,13.05,Outer
-12,13.49,12.57,Outer
-12,13.46,12.08,Outer
-12,13.43,11.6,Outer
-12,13.39,11.12,Outer
-12,13.36,10.63,Outer
-12,13.35,10.56,Outer
-12,13.32,10.15,Outer
-12,13.28,9.67,Outer
-12,13.25,9.18,Outer
-12,13.21,8.7,Outer
-12,13.16,8.22,Outer
-12,13.12,7.73,Outer
-12,13.08,7.25,Outer
-12,13.03,6.77,Outer
-12,12.98,6.28,Outer
-12,12.93,5.8,Outer
-12,12.86,5.32,Outer
-12,12.77,4.83,Outer
-12,12.65,4.35,Outer
-12,12.5,3.87,Outer
-12,12.32,3.38,Outer
-12,12.08,2.9,Outer
-12,11.79,2.42,Outer
-12,11.41,1.93,Outer
-12,10.89,1.45,Outer
-12,10.07,0.97,Outer
-12,8.21,0.48,Outer
-12,0,0,Outer
-6,13.3,17.4,Inner
-6,13.27,16.92,Inner
-6,13.24,16.43,Inner
-6,13.21,15.95,Inner
-6,13.18,15.47,Inner
-6,13.15,14.98,Inner
-6,13.12,14.5,Inner
-6,13.09,14.02,Inner
-6,13.06,13.53,Inner
-6,13.03,13.05,Inner
-6,13,12.57,Inner
-6,12.97,12.08,Inner
-6,12.93,11.6,Inner
-6,12.9,11.12,Inner
-6,12.86,10.63,Inner
-6,12.83,10.15,Inner
-6,12.79,9.67,Inner
-6,12.75,9.18,Inner
-6,12.71,8.7,Inner
-6,12.67,8.22,Inner
-6,12.63,7.73,Inner
-6,12.58,7.25,Inner
-6,12.53,6.77,Inner
-6,12.48,6.28,Inner
-6,12.42,5.8,Inner
-6,12.34,5.32,Inner
-6,12.24,4.83,Inner
-6,12.1,4.35,Inner
-6,11.93,3.87,Inner
-6,11.71,3.38,Inner
-6,11.44,2.9,Inner
-6,11.09,2.42,Inner
-6,10.62,1.93,Inner
-6,9.91,1.45,Inner
-6,8.18,0.97,Inner
-6,0,0.5,Inner
-6,13.8,17.4,Outer
-6,13.77,16.92,Outer
-6,13.74,16.43,Outer
-6,13.71,15.95,Outer
-6,13.69,15.47,Outer
-6,13.66,14.98,Outer
-6,13.63,14.5,Outer
-6,13.6,14.02,Outer
-6,13.56,13.53,Outer
-6,13.53,13.05,Outer
-6,13.5,12.57,Outer
-6,13.47,12.08,Outer
-6,13.43,11.6,Outer
-6,13.4,11.12,Outer
-6,13.36,10.63,Outer
-6,13.33,10.15,Outer
-6,13.29,9.67,Outer
-6,13.25,9.18,Outer
-6,13.21,8.7,Outer
-6,13.17,8.22,Outer
-6,13.13,7.73,Outer
-6,13.08,7.25,Outer
-6,13.04,6.77,Outer
-6,12.98,6.28,Outer
-6,12.93,5.8,Outer
-6,12.85,5.32,Outer
-6,12.75,4.83,Outer
-6,12.62,4.35,Outer
-6,12.46,3.87,Outer
-6,12.26,3.38,Outer
-6,12.02,2.9,Outer
-6,11.72,2.42,Outer
-6,11.33,1.93,Outer
-6,10.83,1.45,Outer
-6,10.06,0.97,Outer
-6,8.32,0.48,Outer
-6,0,0,Outer
0,13.3,17.4,Inner
0,13.27,16.92,Inner
0,13.24,16.43,Inner
0,13.21,15.95,Inner
0,13.18,15.47,Inner
0,13.15,14.98,Inner
0,13.12,14.5,Inner
0,13.09,14.02,Inner
0,13.06,13.53,Inner
0,13.03,13.05,Inner
0,13,12.57,Inner
0,12.97,12.08,Inner
0,12.93,11.6,Inner
0,12.9,11.12,Inner
0,12.86,10.63,Inner
0,12.83,10.15,Inner
0,12.79,9.67,Inner
0,12.75,9.18,Inner
0,12.71,8.7,Inner
0,12.67,8.22,Inner
0,12.63,7.73,Inner
0,12.58,7.25,Inner
0,12.53,6.77,Inner
0,12.48,6.28,Inner
0,12.42,5.8,Inner
0,12.34,5.32,Inner
0,12.23,4.83,Inner
0,12.09,4.35,Inner
0,11.91,3.87,Inner
0,11.7,3.38,Inner
0,11.42,2.9,Inner
0,11.07,2.42,Inner
0,10.61,1.93,Inner
0,9.9,1.45,Inner
0,8.21,0.97,Inner
0,0,0.5,Inner
0,13.8,17.4,Outer
0,13.77,16.92,Outer
0,13.74,16.43,Outer
0,13.71,15.95,Outer
0,13.69,15.47,Outer
0,13.66,14.98,Outer
0,13.63,14.5,Outer
0,13.6,14.02,Outer
0,13.56,13.53,Outer
0,13.53,13.05,Outer
0,13.5,12.57,Outer
0,13.47,12.08,Outer
0,13.43,11.6,Outer
0,13.4,11.12,Outer
0,13.37,10.63,Outer
0,13.33,10.15,Outer
0,13.29,9.67,Outer
0,13.25,9.18,Outer
0,13.21,8.7,Outer
0,13.17,8.22,Outer
0,13.13,7.73,Outer
0,13.08,7.25,Outer
0,13.04,6.77,Outer
0,12.98,6.28,Outer
0,12.93,5.8,Outer
0,12.85,5.32,Outer
0,12.75,4.83,Outer
0,12.61,4.35,Outer
0,12.45,3.87,Outer
0,12.25,3.38,Outer
0,12,2.9,Outer
0,11.7,2.42,Outer
0,11.32,1.93,Outer
0,10.81,1.45,Outer
0,10.05,0.97,Outer
0,8.34,0.48,Outer
0,0,0,Outer
6,13.25,17.4,Inner
6,13.22,16.92,Inner
6,13.19,16.43,Inner
6,13.17,15.95,Inner
6,13.14,15.47,Inner
6,13.11,14.98,Inner
6,13.08,14.5,Inner
6,13.05,14.02,Inner
6,13.01,13.53,Inner
6,12.98,13.05,Inner
6,12.95,12.57,Inner
6,12.92,12.08,Inner
6,12.88,11.6,Inner
6,12.85,11.12,Inner
6,12.81,10.63,Inner
6,12.77,10.15,Inner
6,12.74,9.67,Inner
6,12.7,9.18,Inner
6,12.66,8.7,Inner
6,12.62,8.22,Inner
6,12.57,7.73,Inner
6,12.53,7.25,Inner
6,12.48,6.77,Inner
6,12.43,6.28,Inner
6,12.37,5.8,Inner
6,12.31,5.32,Inner
6,12.21,4.83,Inner
6,12.09,4.35,Inner
6,11.93,3.87,Inner
6,11.73,3.38,Inner
6,11.47,2.9,Inner
6,11.11,2.42,Inner
6,10.62,1.93,Inner
6,9.77,1.45,Inner
6,7.74,0.97,Inner
6,0,0.53,Inner
6,13.75,17.4,Outer
6,13.72,16.92,Outer
6,13.7,16.43,Outer
6,13.67,15.95,Outer
6,13.64,15.47,Outer
6,13.61,14.98,Outer
6,13.58,14.5,Outer
6,13.55,14.02,Outer
6,13.51,13.53,Outer
6,13.48,13.05,Outer
6,13.45,12.57,Outer
6,13.42,12.08,Outer
6,13.38,11.6,Outer
6,13.35,11.12,Outer
6,13.31,10.63,Outer
6,13.28,10.15,Outer
6,13.24,9.67,Outer
6,13.2,9.18,Outer
6,13.16,8.7,Outer
6,13.12,8.22,Outer
6,13.07,7.73,Outer
6,13.03,7.25,Outer
6,12.98,6.77,Outer
6,12.93,6.28,Outer
6,12.88,5.8,Outer
6,12.81,5.32,Outer
6,12.72,4.83,Outer
6,12.61,4.35,Outer
6,12.46,3.87,Outer
6,12.28,3.38,Outer
6,12.04,2.9,Outer
6,11.75,2.42,Outer
6,11.35,1.93,Outer
6,10.81,1.45,Outer
6,9.91,0.97,Outer
6,7.89,0.48,Outer
6,0,0.03,Outer
12,13.06,17.4,Inner
12,13.03,16.92,Inner
12,13,16.43,Inner
12,12.97,15.95,Inner
12,12.94,15.47,Inner
12,12.91,14.98,Inner
12,12.88,14.5,Inner
12,12.85,14.02,Inner
12,12.82,13.53,Inner
12,12.79,13.05,Inner
12,12.75,12.57,Inner
12,12.72,12.08,Inner
12,12.68,11.6,Inner
12,12.65,11.12,Inner
12,12.61,10.63,Inner
12,12.57,10.15,Inner
12,12.53,9.67,Inner
12,12.49,9.18,Inner
12,12.45,8.7,Inner
12,12.4,8.22,Inner
12,12.36,7.73,Inner
12,12.31,7.25,Inner
12,12.25,6.77,Inner
12,12.2,6.28,Inner
12,12.14,5.8,Inner
12,12.06,5.32,Inner
12,11.95,4.83,Inner
12,11.81,4.35,Inner
12,11.63,3.87,Inner
12,11.4,3.38,Inner
12,11.1,2.9,Inner
12,10.68,2.42,Inner
12,10.07,1.93,Inner
12,8.94,1.45,Inner
12,6.4,0.97,Inner
12,0,0.65,Inner
12,13.56,17.4,Outer
12,13.53,16.92,Outer
12,13.5,16.43,Outer
12,13.47,15.95,Outer
12,13.45,15.47,Outer
12,13.42,14.98,Outer
12,13.38,14.5,Outer
12,13.35,14.02,Outer
12,13.32,13.53,Outer
12,13.29,13.05,Outer
12,13.26,12.57,Outer
12,13.22,12.08,Outer
12,13.19,11.6,Outer
12,13.15,11.12,Outer
12,13.11,10.63,Outer
12,13.07,10.15,Outer
12,13.03,9.67,Outer
12,12.99,9.18,Outer
12,12.95,8.7,Outer
12,12.91,8.22,Outer
12,12.86,7.73,Outer
12,12.81,7.25,Outer
12,12.76,6.77,Outer
12,12.7,6.28,Outer
12,12.64,5.8,Outer
12,12.57,5.32,Outer
12,12.47,4.83,Outer
12,12.34,4.35,Outer
12,12.17,3.87,Outer
12,11.96,3.38,Outer
12,11.7,2.9,Outer
12,11.36,2.42,Outer
12,10.9,1.93,Outer
12,10.24,1.45,Outer
12,9.07,0.97,Outer
12,6.57,0.48,Outer
12,0,0.15,Outer
18,12.81,17.4,Inner
18,12.78,16.92,Inner
18,12.75,16.43,Inner
18,12.72,15.95,Inner
18,12.69,15.47,Inner
18,12.66,14.98,Inner
18,12.63,14.5,Inner
18,12.6,14.02,Inner
18,12.57,13.53,Inner
18,12.53,13.05,Inner
18,12.5,12.57,Inner
18,12.46,12.08,Inner
18,12.43,11.6,Inner
18,12.39,11.12,Inner
18,12.35,10.63,Inner
18,12.31,10.15,Inner
18,12.27,9.67,Inner
18,12.22,9.18,Inner
18,12.18,8.7,Inner
18,12.13,8.22,Inner
18,12.08,7.73,Inner
18,12.02,7.25,Inner
18,11.96,6.77,Inner
18,11.9,6.28,Inner
18,11.82,5.8,Inner
18,11.72,5.32,Inner
18,11.58,4.83,Inner
18,11.41,4.35,Inner
18,11.19,3.87,Inner
18,10.91,3.38,Inner
18,10.54,2.9,Inner
18,10.04,2.42,Inner
18,9.27,1.93,Inner
18,7.82,1.45,Inner
18,4.46,0.97,Inner
18,0,0.8,Inner
18,13.31,17.4,Outer
18,13.28,16.92,Outer
18,13.25,16.43,Outer
18,13.23,15.95,Outer
18,13.2,15.47,Outer
18,13.17,14.98,Outer
18,13.13,14.5,Outer
18,13.1,14.02,Outer
18,13.07,13.53,Outer
18,13.04,13.05,Outer
18,13,12.57,Outer
18,12.97,12.08,Outer
18,12.93,11.6,Outer
18,12.89,11.12,Outer
18,12.85,10.63,Outer
18,12.81,10.15,Outer
18,12.77,9.67,Outer
18,12.73,9.18,Outer
18,12.68,8.7,Outer
18,12.63,8.22,Outer
18,12.58,7.73,Outer
18,12.52,7.25,Outer
18,12.47,6.77,Outer
18,12.4,6.28,Outer
18,12.33,5.8,Outer
18,12.23,5.32,Outer
18,12.11,4.83,Outer
18,11.95,4.35,Outer
18,11.75,3.87,Outer
18,11.5,3.38,Outer
18,11.19,2.9,Outer
18,10.78,2.42,Outer
18,10.23,1.93,Outer
18,9.42,1.45,Outer
18,7.95,0.97,Outer
18,4.68,0.48,Outer
18,0,0.3,Outer
24,12.46,17.4,Inner
24,12.43,16.92,Inner
24,12.4,16.43,Inner
24,12.37,15.95,Inner
24,12.34,15.47,Inner
24,12.3,14.98,Inner
24,12.27,14.5,Inner
24,12.24,14.02,Inner
24,12.2,13.53,Inner
24,12.17,13.05,Inner
24,12.13,12.57,Inner
24,12.09,12.08,Inner
24,12.05,11.6,Inner
24,12.01,11.12,Inner
24,11.97,10.63,Inner
24,11.93,10.15,Inner
24,11.88,9.67,Inner
24,11.83,9.18,Inner
24,11.78,8.7,Inner
24,11.73,8.22,Inner
24,11.67,7.73,Inner
24,11.61,7.25,Inner
24,11.54,6.77,Inner
24,11.46,6.28,Inner
24,11.36,5.8,Inner
24,11.23,5.32,Inner
24,11.06,4.83,Inner
24,10.85,4.35,Inner
24,10.58,3.87,Inner
24,10.23,3.38,Inner
24,9.76,2.9,Inner
24,9.11,2.42,Inner
24,8.03,1.93,Inner
24,5.99,1.45,Inner
24,0,0.99,Inner
24,12.96,17.4,Outer
24,12.93,16.92,Outer
24,12.9,16.43,Outer
24,12.87,15.95,Outer
24,12.84,15.47,Outer
24,12.81,14.98,Outer
24,12.77,14.5,Outer
24,12.74,14.02,Outer
24,12.71,13.53,Outer
24,12.67,13.05,Outer
24,12.63,12.57,Outer
24,12.6,12.08,Outer
24,12.56,11.6,Outer
24,12.52,11.12,Outer
24,12.47,10.63,Outer
24,12.43,10.15,Outer
24,12.38,9.67,Outer
24,12.33,9.18,Outer
24,12.28,8.7,Outer
24,12.23,8.22,Outer
24,12.17,7.73,Outer
24,12.11,7.25,Outer
24,12.05,6.77,Outer
24,11.97,6.28,Outer
24,11.88,5.8,Outer
24,11.75,5.32,Outer
24,11.6,4.83,Outer
24,11.4,4.35,Outer
24,11.16,3.87,Outer
24,10.86,3.38,Outer
24,10.47,2.9,Outer
24,9.97,2.42,Outer
24,9.28,1.93,Outer
24,8.16,1.45,Outer
24,6.14,0.97,Outer
24,0,0.49,Outer
30,12.02,17.4,Inner
30,11.98,16.92,Inner
30,11.95,16.43,Inner
30,11.92,15.95,Inner
30,11.88,15.47,Inner
30,11.85,14.98,Inner
30,11.81,14.5,Inner
30,11.78,14.02,Inner
30,11.74,13.53,Inner
30,11.7,13.05,Inner
30,11.66,12.57,Inner
30,11.62,12.08,Inner
30,11.57,11.6,Inner
30,11.53,11.12,Inner
30,11.48,10.63,Inner
30,11.43,10.15,Inner
30,11.38,9.67,Inner
30,11.33,9.18,Inner
30,11.27,8.7,Inner
30,11.21,8.22,Inner
30,11.15,7.73,Inner
30,11.08,7.25,Inner
30,11,6.77,Inner
30,10.9,6.28,Inner
30,10.77,5.8,Inner
30,10.6,5.32,Inner
30,10.38,4.83,Inner
30,10.12,4.35,Inner
30,9.77,3.87,Inner
30,9.33,3.38,Inner
30,8.71,2.9,Inner
30,7.77,2.42,Inner
30,6.18,1.93,Inner
30,3.21,1.45,Inner
30,0,1.2,Inner
30,12.52,17.4,Outer
30,12.49,16.92,Outer
30,12.45,16.43,Outer
30,12.42,15.95,Outer
30,12.39,15.47,Outer
30,12.35,14.98,Outer
30,12.32,14.5,Outer
30,12.28,14.02,Outer
30,12.24,13.53,Outer
30,12.2,13.05,Outer
30,12.16,12.57,Outer
30,12.12,12.08,Outer
30,12.08,11.6,Outer
30,12.03,11.12,Outer
30,11.99,10.63,Outer
30,11.94,10.15,Outer
30,11.89,9.67,Outer
30,11.84,9.18,Outer
30,11.78,8.7,Outer
30,11.72,8.22,Outer
30,11.66,7.73,Outer
30,11.59,7.25,Outer
30,11.51,6.77,Outer
30,11.41,6.28,Outer
30,11.29,5.8,Outer
30,11.13,5.32,Outer
30,10.94,4.83,Outer
30,10.7,4.35,Outer
30,10.4,3.87,Outer
30,10.02,3.38,Outer
30,9.54,2.9,Outer
30,8.89,2.42,Outer
30,7.92,1.93,Outer
30,6.31,1.45,Outer
30,3.39,0.97,Outer
30,0,0.7,Outer
36,11.5,17.4,Inner
36,11.47,16.92,Inner
36,11.43,16.43,Inner
36,11.39,15.95,Inner
36,11.36,15.47,Inner
36,11.32,14.98,Inner
36,11.28,14.5,Inner
36,11.24,14.02,Inner
36,11.19,13.53,Inner
36,11.15,13.05,Inner
36,11.11,12.57,Inner
36,11.06,12.08,Inner
36,11.01,11.6,Inner
36,10.96,11.12,Inner
36,10.91,10.63,Inner
36,10.86,10.15,Inner
36,10.8,9.67,Inner
36,10.74,9.18,Inner
36,10.68,8.7,Inner
36,10.61,8.22,Inner
36,10.54,7.73,Inner
36,10.46,7.25,Inner
36,10.35,6.77,Inner
36,10.22,6.28,Inner
36,10.05,5.8,Inner
36,9.83,5.32,Inner
36,9.56,4.83,Inner
36,9.22,4.35,Inner
36,8.77,3.87,Inner
36,8.17,3.38,Inner
36,7.28,2.9,Inner
36,5.9,2.42,Inner
36,3.75,1.93,Inner
36,0.07,1.45,Inner
36,0,1.44,Inner
36,12.01,17.4,Outer
36,11.97,16.92,Outer
36,11.94,16.43,Outer
36,11.9,15.95,Outer
36,11.86,15.47,Outer
36,11.82,14.98,Outer
36,11.78,14.5,Outer
36,11.74,14.02,Outer
36,11.7,13.53,Outer
36,11.65,13.05,Outer
36,11.61,12.57,Outer
36,11.56,12.08,Outer
36,11.52,11.6,Outer
36,11.47,11.12,Outer
36,11.42,10.63,Outer
36,11.36,10.15,Outer
36,11.31,9.67,Outer
36,11.25,9.18,Outer
36,11.18,8.7,Outer
36,11.12,8.22,Outer
36,11.05,7.73,Outer
36,10.97,7.25,Outer
36,10.87,6.77,Outer
36,10.74,6.28,Outer
36,10.58,5.8,Outer
36,10.39,5.32,Outer
36,10.14,4.83,Outer
36,9.84,4.35,Outer
36,9.47,3.87,Outer
36,8.99,3.38,Outer
36,8.35,2.9,Outer
36,7.43,2.42,Outer
36,6.03,1.93,Outer
36,3.89,1.45,Outer
36,0.27,0.97,Outer
36,0,0.94,Outer
42,10.93,17.4,Inner
42,10.89,16.92,Inner
42,10.85,16.43,Inner
42,10.8,15.95,Inner
42,10.76,15.47,Inner
42,10.72,14.98,Inner
42,10.67,14.5,Inner
42,10.63,14.02,Inner
42,10.58,13.53,Inner
42,10.53,13.05,Inner
42,10.48,12.57,Inner
42,10.43,12.08,Inner
42,10.38,11.6,Inner
42,10.32,11.12,Inner
42,10.27,10.63,Inner
42,10.21,10.15,Inner
42,10.14,9.67,Inner
42,10.08,9.18,Inner
42,10.01,8.7,Inner
42,9.93,8.22,Inner
42,9.85,7.73,Inner
42,9.74,7.25,Inner
42,9.6,6.77,Inner
42,9.42,6.28,Inner
42,9.2,5.8,Inner
42,8.93,5.32,Inner
42,8.58,4.83,Inner
42,8.13,4.35,Inner
42,7.53,3.87,Inner
42,6.67,3.38,Inner
42,5.43,2.9,Inner
42,3.73,2.42,Inner
42,1.37,1.93,Inner
42,0,1.71,Inner
42,11.43,17.4,Outer
42,11.39,16.92,Outer
42,11.35,16.43,Outer
42,11.31,15.95,Outer
42,11.27,15.47,Outer
42,11.22,14.98,Outer
42,11.18,14.5,Outer
42,11.13,14.02,Outer
42,11.08,13.53,Outer
42,11.04,13.05,Outer
42,10.99,12.57,Outer
42,10.94,12.08,Outer
42,10.88,11.6,Outer
42,10.83,11.12,Outer
42,10.77,10.63,Outer
42,10.71,10.15,Outer
42,10.65,9.67,Outer
42,10.58,9.18,Outer
42,10.52,8.7,Outer
42,10.44,8.22,Outer
42,10.36,7.73,Outer
42,10.26,7.25,Outer
42,10.13,6.77,Outer
42,9.97,6.28,Outer
42,9.76,5.8,Outer
42,9.52,5.32,Outer
42,9.21,4.83,Outer
42,8.83,4.35,Outer
42,8.35,3.87,Outer
42,7.72,3.38,Outer
42,6.82,2.9,Outer
42,5.57,2.42,Outer
42,3.86,1.93,Outer
42,1.51,1.45,Outer
42,0,1.21,Outer
48,10.28,17.4,Inner
48,10.23,16.92,Inner
48,10.18,16.43,Inner
48,10.14,15.95,Inner
48,10.09,15.47,Inner
48,10.04,14.98,Inner
48,9.99,14.5,Inner
48,9.94,14.02,Inner
48,9.89,13.53,Inner
48,9.84,13.05,Inner
48,9.78,12.57,Inner
48,9.72,12.08,Inner
48,9.67,11.6,Inner
48,9.61,11.12,Inner
48,9.54,10.63,Inner
48,9.48,10.15,Inner
48,9.41,9.67,Inner
48,9.33,9.18,Inner
48,9.25,8.7,Inner
48,9.16,8.22,Inner
48,9.05,7.73,Inner
48,8.91,7.25,Inner
48,8.72,6.77,Inner
48,8.5,6.28,Inner
48,8.21,5.8,Inner
48,7.86,5.32,Inner
48,7.4,4.83,Inner
48,6.81,4.35,Inner
48,5.98,3.87,Inner
48,4.88,3.38,Inner
48,3.47,2.9,Inner
48,1.72,2.42,Inner
48,0,2.02,Inner
48,10.78,17.4,Outer
48,10.74,16.92,Outer
48,10.69,16.43,Outer
48,10.64,15.95,Outer
48,10.6,15.47,Outer
48,10.55,14.98,Outer
48,10.5,14.5,Outer
48,10.45,14.02,Outer
48,10.4,13.53,Outer
48,10.34,13.05,Outer
48,10.29,12.57,Outer
48,10.23,12.08,Outer
48,10.17,11.6,Outer
48,10.11,11.12,Outer
48,10.05,10.63,Outer
48,9.98,10.15,Outer
48,9.92,9.67,Outer
48,9.84,9.18,Outer
48,9.76,8.7,Outer
48,9.68,8.22,Outer
48,9.57,7.73,Outer
48,9.44,7.25,Outer
48,9.27,6.77,Outer
48,9.06,6.28,Outer
48,8.81,5.8,Outer
48,8.49,5.32,Outer
48,8.11,4.83,Outer
48,7.62,4.35,Outer
48,6.99,3.87,Outer
48,6.14,3.38,Outer
48,5.02,2.9,Outer
48,3.61,2.42,Outer
48,1.85,1.93,Outer
48,0,1.51,Outer
54,9.53,17.4,Inner
54,9.52,17.4,Inner
54,9.47,16.92,Inner
54,9.42,16.43,Inner
54,9.37,15.95,Inner
54,9.32,15.47,Inner
54,9.27,14.98,Inner
54,9.21,14.5,Inner
54,9.16,14.02,Inner
54,9.1,13.53,Inner
54,9.04,13.05,Inner
54,8.98,12.57,Inner
54,8.92,12.08,Inner
54,8.86,11.6,Inner
54,8.79,11.12,Inner
54,8.72,10.63,Inner
54,8.64,10.15,Inner
54,8.57,9.67,Inner
54,8.48,9.18,Inner
54,8.39,8.7,Inner
54,8.26,8.22,Inner
54,8.11,7.73,Inner
54,7.92,7.25,Inner
54,7.69,6.77,Inner
54,7.39,6.28,Inner
54,7.03,5.8,Inner
54,6.58,5.32,Inner
54,5.99,4.83,Inner
54,5.21,4.35,Inner
54,4.23,3.87,Inner
54,3.06,3.38,Inner
54,1.68,2.9,Inner
54,0.11,2.42,Inner
54,0,2.38,Inner
54,10.03,17.4,Outer
54,9.98,16.92,Outer
54,9.93,16.43,Outer
54,9.88,15.95,Outer
54,9.83,15.47,Outer
54,9.78,14.98,Outer
54,9.72,14.5,Outer
54,9.67,14.02,Outer
54,9.61,13.53,Outer
54,9.55,13.05,Outer
54,9.49,12.57,Outer
54,9.43,12.08,Outer
54,9.37,11.6,Outer
54,9.3,11.12,Outer
54,9.23,10.63,Outer
54,9.16,10.15,Outer
54,9.08,9.67,Outer
54,8.99,9.18,Outer
54,8.9,8.7,Outer
54,8.79,8.22,Outer
54,8.65,7.73,Outer
54,8.47,7.25,Outer
54,8.26,6.77,Outer
54,7.99,6.28,Outer
54,7.68,5.8,Outer
54,7.28,5.32,Outer
54,6.8,4.83,Outer
54,6.18,4.35,Outer
54,5.37,3.87,Outer
54,4.38,3.38,Outer
54,3.2,2.9,Outer
54,1.82,2.42,Outer
54,0.24,1.93,Outer
54,0,1.86,Outer
60,8.66,17.4,Inner
60,8.61,16.92,Inner
60,8.56,16.43,Inner
60,8.5,15.95,Inner
60,8.44,15.47,Inner
60,8.39,14.98,Inner
60,8.33,14.5,Inner
60,8.27,14.02,Inner
60,8.21,13.53,Inner
60,8.14,13.05,Inner
60,8.08,12.57,Inner
60,8.01,12.08,Inner
60,7.93,11.6,Inner
60,7.86,11.12,Inner
60,7.78,10.63,Inner
60,7.7,10.15,Inner
60,7.6,9.67,Inner
60,7.5,9.18,Inner
60,7.37,8.7,Inner
60,7.21,8.22,Inner
60,7.01,7.73,Inner
60,6.76,7.25,Inner
60,6.47,6.77,Inner
60,6.1,6.28,Inner
60,5.65,5.8,Inner
60,5.07,5.32,Inner
60,4.35,4.83,Inner
60,3.5,4.35,Inner
60,2.53,3.87,Inner
60,1.44,3.38,Inner
60,0.24,2.9,Inner
60,0,2.81,Inner
60,9.17,17.4,Outer
60,9.12,16.92,Outer
60,9.06,16.43,Outer
60,9.01,15.95,Outer
60,8.95,15.47,Outer
60,8.9,14.98,Outer
60,8.84,14.5,Outer
60,8.78,14.02,Outer
60,8.72,13.53,Outer
60,8.65,13.05,Outer
60,8.59,12.57,Outer
60,8.52,12.08,Outer
60,8.45,11.6,Outer
60,8.37,11.12,Outer
60,8.29,10.63,Outer
60,8.21,10.15,Outer
60,8.12,9.67,Outer
60,8.02,9.18,Outer
60,7.9,8.7,Outer
60,7.75,8.22,Outer
60,7.56,7.73,Outer
60,7.34,7.25,Outer
60,7.07,6.77,Outer
60,6.75,6.28,Outer
60,6.35,5.8,Outer
60,5.87,5.32,Outer
60,5.27,4.83,Outer
60,4.53,4.35,Outer
60,3.67,3.87,Outer
60,2.68,3.38,Outer
60,1.59,2.9,Outer
60,0.38,2.42,Outer
60,0,2.27,Outer
66,7.77,17.4,Inner
66,7.71,16.92,Inner
66,7.65,16.43,Inner
66,7.59,15.95,Inner
66,7.53,15.47,Inner
66,7.47,14.98,Inner
66,7.4,14.5,Inner
66,7.33,14.02,Inner
66,7.27,13.53,Inner
66,7.19,13.05,Inner
66,7.12,12.57,Inner
66,7.04,12.08,Inner
66,6.96,11.6,Inner
66,6.88,11.12,Inner
66,6.79,10.63,Inner
66,6.69,10.15,Inner
66,6.58,9.67,Inner
66,6.44,9.18,Inner
66,6.27,8.7,Inner
66,6.06,8.22,Inner
66,5.81,7.73,Inner
66,5.51,7.25,Inner
66,5.15,6.77,Inner
66,4.71,6.28,Inner
66,4.17,5.8,Inner
66,3.54,5.32,Inner
66,2.82,4.83,Inner
66,2.03,4.35,Inner
66,1.17,3.87,Inner
66,0.25,3.38,Inner
66,0,3.26,Inner
66,8.28,17.4,Outer
66,8.22,16.92,Outer
66,8.16,16.43,Outer
66,8.1,15.95,Outer
66,8.04,15.47,Outer
66,7.98,14.98,Outer
66,7.91,14.5,Outer
66,7.85,14.02,Outer
66,7.78,13.53,Outer
66,7.71,13.05,Outer
66,7.63,12.57,Outer
66,7.56,12.08,Outer
66,7.48,11.6,Outer
66,7.39,11.12,Outer
66,7.3,10.63,Outer
66,7.21,10.15,Outer
66,7.1,9.67,Outer
66,6.97,9.18,Outer
66,6.81,8.7,Outer
66,6.62,8.22,Outer
66,6.39,7.73,Outer
66,6.11,7.25,Outer
66,5.79,6.77,Outer
66,5.41,6.28,Outer
66,4.94,5.8,Outer
66,4.38,5.32,Outer
66,3.73,4.83,Outer
66,3,4.35,Outer
66,2.2,3.87,Outer
66,1.33,3.38,Outer
66,0.41,2.9,Outer
66,0,2.7,Outer
72,6.83,17.4,Inner
72,6.76,16.92,Inner
72,6.69,16.43,Inner
72,6.62,15.95,Inner
72,6.55,15.47,Inner
72,6.47,14.98,Inner
72,6.4,14.5,Inner
72,6.32,14.02,Inner
72,6.24,13.53,Inner
72,6.16,13.05,Inner
